site,nei_site,distance,counts
132959,303726,193,2
132959,9003147,153,2
133216,130439,157,100
133216,301361,176,32
133216,303715,188,10
133216,9022747,196,4
133216,134329,187,2
133216,9023356,195,2
133314,303844,178,72
133371,130005,154,114
133371,101373,188,102
133371,36210,188,41
133371,9013096,188,40
133371,404315,170,2
133371,9018584,188,2
133491,570397,182,88
133491,55715,170,60
133978,306249,181,86
133978,53003,160,12
133978,9017597,192,12
133978,304002,170,4
133978,11601,173,2
133978,134980,171,2
133978,301716,183,2
133978,9016459,194,2
134039,,12,99999
134039,50901,171,62
134039,304065,197,12
134040,304621,177,70
134040,306358,197,14
134040,9023581,178,8
134245,,8,99999
134245,134449,181,183
134245,301205,172,88
134245,304364,190,57
134245,101351,174,15
134245,134872,181,12
134245,9017597,196,12
134245,301349,174,6
134245,303710,174,4
134245,50671,179,4
134245,11601,200,2
134245,9026315,194,2
134303,,2,99999
134303,101370,155,89
134303,41982,155,6
134303,134841,199,2
134303,9020994,193,2
134317,,8,99999
134317,303715,174,10
134317,50686,181,8
134317,11602,156,4
134317,49630,165,4
134317,131140,191,2
134317,135213,198,2
134317,302571,169,2
134317,304368,180,2
134317,304992,167,2
134317,50226,191,2
134317,9008724,152,2
134317,9009285,179,2
134329,,2,99999
134329,51718,178,105
134329,9004237,179,12
134329,9004388,151,8
134329,304026,158,6
134329,43440,156,3
134329,134906,188,2
134329,303714,150,2
134329,9026191,180,2
134329,9026970,182,2
134329,48875,196,1
134360,,2,99999
134360,11597,152,347
134360,9004377,179,20
134360,303237,173,12
134360,301238,198,6
134360,304064,158,6
134360,304056,157,4
134360,305394,150,4
134360,9016777,172,4
134360,9024259,173,4
134360,134418,196,2
134360,135073,194,2
134360,303852,178,2
134360,9003147,191,2
134386,,2,99999
134386,304032,156,4
134386,304046,177,4
134386,9017201,164,4
134386,303676,188,2
134386,9003148,159,2
134386,9003380,200,2
134386,9014605,175,2
134386,9028229,171,2
134403,304020,182,60
134403,304035,193,4
134403,9004238,157,2
134403,9014605,187,2
134403,9022245,167,2
134418,,2,99999
134418,9002262,167,124
134418,130004,177,43
134418,101666,150,33
134418,303677,194,12
134418,11603,184,6
134418,10000022,192,4
134418,134453,153,4
134418,301366,154,4
134418,304056,161,4
134418,134360,196,2
134418,304744,164,2
134418,9026417,174,2
134418,44126,157,1
134449,,183,99999
134449,206082,189,106
134449,306249,164,86
134449,11579,192,8
134449,134245,181,8
134449,304562,169,8
134449,305720,191,6
134449,304002,190,4
134449,304009,164,4
134449,50672,190,4
134449,9015396,177,4
134449,134980,160,2
134449,301716,192,2
134449,303723,198,2
134449,304370,194,2
134449,305420,175,2
134453,,4,99999
134453,9002262,160,124
134453,101732,197,54
134453,304986,188,24
134453,44125,198,10
134453,50686,150,8
134453,301238,150,6
134453,11602,170,4
134453,134418,153,2
134453,302571,152,2
134453,9020134,192,2
134453,9026417,163,2
134454,,2,99999
134454,302517,180,104
134454,101521,162,27
134454,9004237,182,12
134454,9023328,171,12
134454,134990,172,6
134454,9019968,184,6
134454,9027546,162,4
134454,50151,156,2
134454,9022769,173,2
134462,,4,99999
134462,48699,182,10
134462,300538,163,4
134547,,2,99999
134547,301882,199,22
134547,134872,182,12
134547,53003,175,12
134547,301349,186,6
134547,9015168,165,6
134547,304002,168,4
134547,37451,158,2
134547,9016459,199,2
134554,,2,99999
134554,306249,180,86
134554,101385,200,78
134554,304020,175,60
134554,9014989,193,40
134554,134980,192,2
134554,301673,170,2
134554,301716,163,2
134554,303713,198,2
134554,51590,192,2
134554,9002988,183,2
134554,9024212,195,2
134565,,2,99999
134565,11596,154,268
134565,51575,194,60
134565,303715,171,10
134565,9002468,188,10
134565,304043,193,8
134565,303400,155,6
134565,304994,177,4
134565,301523,173,2
134565,303714,173,2
134565,304992,171,2
134565,9026375,167,2
134565,9026970,164,2
134574,,2,99999
134574,302517,175,104
134574,101664,183,92
134574,199023,196,51
134574,11572,163,10
134574,9008249,183,10
134574,304991,168,4
134574,9020794,160,4
134574,303721,192,2
134574,50017,180,2
134574,9024242,195,2
134588,,23,99999
134588,9004380,184,30
134588,304021,160,23
134588,9011024,188,2
134588,9020110,173,2
134637,,2,99999
134637,9000320,177,2
134663,199023,150,51
134663,11572,180,10
134663,301895,175,6
134663,49873,178,6
134663,9013197,160,2
134663,9020108,179,2
134663,9026935,169,2
134680,,2,99999
134680,9013096,170,40
134680,304991,186,4
134733,,2,99999
134733,51576,162,54
134733,130004,170,43
134733,10000022,169,4
134733,301366,195,4
134733,403081,153,4
134733,9024259,191,4
134733,302571,158,2
134754,,2,99999
134754,301361,193,32
134754,303715,169,10
134754,304043,153,8
134754,9022747,186,4
134754,141482,195,2
134754,9023356,199,2
134822,,12,99999
134822,101386,183,80
134822,101385,163,78
134822,11594,196,14
134822,11571,196,12
134822,41660,150,12
134822,303625,174,8
134822,305720,181,6
134822,304991,197,4
134822,135009,183,2
134822,303652,195,2
134822,43439,171,2
134822,9022109,150,2
134836,,12,99999
134836,303989,176,12
134836,9016839,191,10
134836,11581,186,4
134836,9024393,184,4
134836,135084,196,2
134836,135122,197,2
134841,47311,197,12
134841,134303,199,2
134853,,80,99999
134853,301998,177,80
134853,42438,190,2
134857,,6,99999
134857,11608,156,178
134857,9015093,160,58
134857,301882,189,22
134857,101351,197,15
134857,11606,169,7
134857,49535,170,1
134872,,12,99999
134872,11599,182,223
134872,9015093,184,58
134872,101351,168,15
134872,303995,172,12
134872,134245,181,8
134872,9020126,181,6
134872,304002,150,4
134872,304371,194,4
134872,9022867,174,4
134872,134547,182,2
134872,304363,195,2
134872,305420,200,2
134887,,61,99999
134887,303582,188,61
134895,,14,99999
134895,9002497,176,14
134901,,2,99999
134901,9013096,200,40
134901,9021295,183,8
134901,137452,200,1
134906,,2,99999
134906,199023,171,51
134906,301361,200,32
134906,101521,150,27
134906,9004237,185,12
134906,9008249,192,10
134906,301895,184,6
134906,304026,198,6
134906,134329,188,2
134906,303721,187,2
134906,47315,192,2
134906,50151,184,2
134906,9024242,159,2
134906,9026146,174,2
134909,,2,99999
134909,303677,177,12
134909,11603,174,6
134909,10000022,175,4
134909,301414,182,2
134909,9026417,167,2
134923,,2,99999
134923,306249,179,86
134923,9017597,175,12
134923,301349,190,6
134923,9015168,174,6
134923,11601,157,2
134923,134980,168,2
134923,301716,187,2
134923,9016459,164,2
134941,306249,150,86
134941,101385,193,78
134941,51501,172,61
134941,304009,157,4
134941,9017674,182,4
134941,134980,161,2
134941,9003154,156,2
134941,9022245,155,2
134969,,2,99999
134969,304995,194,2
134980,,2,99999
134980,134449,160,183
134980,301206,200,43
134980,11600,176,6
134980,50669,184,6
134980,9015168,197,6
134980,303710,151,4
134980,134554,192,2
134980,134923,168,2
134980,301658,150,2
134980,305420,150,2
134980,9016459,164,2
134980,9022245,196,2
134985,,2,99999
134985,9002264,152,10
134985,303820,198,2
134990,,6,99999
134990,302517,170,104
134990,11573,158,86
134990,9004388,153,8
134990,134454,172,2
134990,303721,186,2
134990,9013197,176,2
134997,,4,99999
134997,141390,169,4
135009,,2,99999
135009,301356,168,48
135009,9014989,173,40
135009,134822,183,12
135009,41660,163,12
135009,9004443,158,12
135009,301382,164,6
135009,44101,182,6
135009,303652,172,2
135009,51590,192,2
135009,9003380,153,2
135009,9012940,178,2
135011,,2,99999
135011,9026103,161,146
135011,302516,171,90
135011,101370,187,89
135011,41982,180,6
135011,135045,180,4
135011,301529,192,4
135011,301885,168,4
135011,42987,158,4
135011,9016785,155,4
135011,9022771,166,4
135011,135143,181,2
135031,,2,99999
135031,141390,164,2
135040,,8,99999
135040,9002461,164,56
135040,304047,197,4
135040,304060,197,4
135045,,4,99999
135045,101373,151,102
135045,9003040,151,46
135045,301553,189,45
135045,50682,171,4
135045,101636,159,2
135045,135011,180,2
135045,303719,198,2
135045,404315,159,2
135045,137452,173,1
135073,,2,99999
135073,11597,177,347
135073,51576,197,54
135073,130004,165,43
135073,11590,198,36
135073,304054,175,6
135073,134360,194,2
135073,9003147,153,2
135073,9004106,188,2
135084,,2,99999
135084,101370,197,89
135084,9021309,175,66
135084,134836,196,12
135084,303989,170,12
135084,9002654,198,7
135084,41982,196,6
135084,102174,178,2
135084,138801,161,2
135084,9022122,175,2
135084,9024000,163,2
135112,,6,99999
135122,,2,99999
135122,134836,197,12
135143,,2,99999
135143,9001289,159,132
135143,101370,182,89
135143,47311,151,12
135143,41982,171,6
135143,9024393,195,4
135143,101636,179,2
135143,135011,181,2
135143,142445,161,2
135189,,32,99999
135190,,2,99999
135190,301896,189,8
135190,43440,191,3
135190,137824,191,2
135190,9022243,176,2
135190,9024221,157,2
135209,,6,99999
135209,135336,176,30
135213,,2,99999
135213,101579,162,76
135213,47316,184,44
135213,198327,156,39
135213,301393,192,37
135213,134317,198,8
135213,304060,158,4
135213,303847,200,2
135213,304368,177,2
135213,50226,170,2
135231,,2,99999
135231,51501,166,61
135231,303625,163,8
135231,11593,179,6
135231,304987,197,6
135231,304009,182,4
135231,50671,164,4
135231,51746,153,2
135231,9008787,158,2
135231,9024203,197,2
135237,,17,99999
135237,51576,197,54
135237,130004,181,43
135237,101731,164,15
135237,301238,191,6
135237,301366,156,4
135237,301388,156,4
135237,304046,175,4
135237,300839,184,3
135237,303676,155,2
135237,9003148,191,2
135241,,71,99999
135241,9007002,191,2
135241,9011825,169,2
135253,,14,99999
135253,302517,179,104
135253,301856,171,13
135253,9023328,156,12
135253,9008249,155,10
135253,9019968,153,6
135253,9027823,153,2
135253,9028229,187,2
135253,138060,157,1
135274,,14,99999
135274,301645,167,78
135274,137479,166,14
135274,300394,168,12
135274,304033,176,6
135274,300839,184,3
135306,,2,99999
135306,206081,150,48
135306,301206,190,43
135306,11594,157,14
135306,303625,185,8
135306,305720,163,6
135306,34603,158,2
135306,9007817,174,2
135306,300787,190,1
135330,,2,99999
135330,51718,156,105
135330,101413,198,52
135330,301856,171,13
135330,9014185,197,4
135330,9017201,170,4
135330,9018291,159,4
135330,50488,190,2
135330,9022120,172,2
135330,9026191,153,2
135330,9026970,180,2
135330,9027823,173,2
135336,,30,99999
135336,300620,164,38
135336,135209,176,6
135336,301348,200,4
135390,,2,99999
135390,302516,157,90
135390,206081,156,48
135390,36210,179,41
135390,9014611,175,30
135390,11594,190,14
135390,303625,190,8
135390,9014118,191,7
135390,11593,178,6
135390,301885,187,4
135390,42987,193,4
135390,141170,194,2
135634,,6,99999
135634,50677,166,6
136159,306140,189,2
136194,,2,99999
136194,303986,160,2
136513,301882,157,22
136513,11581,163,4
136513,37451,150,2
136513,9009844,172,2
136588,300988,167,79
136668,101664,158,92
136668,9004237,168,12
136668,11572,176,10
136668,301895,152,6
136668,9020794,168,4
136668,303721,200,2
136668,50017,154,2
136668,9020110,188,2
136703,,8,99999
136703,9020107,162,26
136703,9007910,158,12
136703,137057,191,8
136703,9015181,192,6
137057,136703,191,8
137161,304956,157,16
137161,9021027,185,2
137270,11591,183,113
137270,302516,193,90
137270,9003040,190,46
137270,9014118,199,7
137270,301890,167,6
137270,303999,169,4
137270,101636,186,2
137270,51746,196,2
137270,9008787,178,2
137270,9022122,186,2
137270,137452,192,1
137452,,1,99999
137452,130005,176,114
137452,140407,188,48
137452,36210,156,41
137452,304987,199,6
137452,135045,173,4
137452,305273,184,4
137452,9016785,170,4
137452,9022771,165,4
137452,132314,176,2
137452,134901,200,2
137479,135274,166,14
137479,9016767,164,12
137479,304054,178,6
137479,9004106,179,2
137479,9021034,183,2
137823,,2,99999
137823,130005,198,114
137823,101521,195,27
137823,405129,166,8
137823,301893,157,4
137823,9018584,152,2
137823,9022576,175,2
137824,9004237,178,12
137824,9027546,180,4
137824,43440,194,3
137824,135190,191,2
137824,47315,187,2
137824,50151,166,2
137824,9011024,192,2
137824,9013197,162,2
137824,9024830,153,2
138060,,1,99999
138060,130439,164,100
138060,101418,192,40
138060,135253,157,14
138060,9017201,198,4
138060,49119,162,2
138060,9028229,154,2
138060,142130,183,1
138801,11591,198,113
138801,404118,177,98
138801,303932,200,8
138801,135084,161,2
138801,9022122,170,2
138801,9026991,158,2
139083,,12,99999
139083,47311,191,12
139083,9016839,193,10
139083,303932,184,8
139083,43776,172,2
139083,9022122,177,2
139083,9026991,186,2
139391,130439,154,100
139391,301393,176,37
139391,9004377,189,20
139391,301856,182,13
139391,303715,185,10
139391,134317,165,8
139391,301388,190,4
139391,304994,170,4
139391,9024259,171,4
139391,302571,199,2
139391,9027823,199,2
139859,304974,196,2
139859,9003153,177,2
140272,101373,165,102
140272,303074,177,2
140272,404315,181,2
140353,301603,166,43
140380,,5,99999
140380,9017378,168,128
140407,,48,99999
140407,101373,194,102
140407,142445,176,48
140407,9003040,165,46
140407,304366,164,2
140407,9011518,196,2
140407,137452,188,1
140433,,4,99999
140433,304621,167,70
140433,9013372,173,32
140433,303476,157,8
140609,,8,99999
140609,9016657,151,60
140609,37789,151,8
140785,11599,182,223
140785,134449,197,183
140785,301206,180,43
140785,134245,188,8
140785,304562,192,8
140785,11593,157,6
140785,304371,179,4
140785,50670,152,4
140785,50672,182,4
140785,303723,174,2
140785,304370,162,2
140785,34603,183,2
140785,9007817,172,2
140785,300787,198,1
140934,,9,99999
140934,141007,160,90
140934,9020107,161,26
140966,,12,99999
140966,141007,194,90
140966,9020107,171,26
140966,304077,151,2
141007,,90,99999
141007,43428,180,128
141007,304983,179,90
141007,140966,194,12
141007,9007910,191,12
141007,140934,160,9
141170,404118,186,98
141170,9003040,190,46
141170,135045,177,4
141170,301529,177,4
141170,9016785,151,4
141170,9022771,160,4
141170,134303,170,2
141170,135390,194,2
141170,303719,187,2
141170,9022122,193,2
141390,134997,169,4
141390,9016551,173,4
141390,135031,164,2
141390,9013631,172,2
141482,302517,184,104
141482,9023328,183,12
141482,9008249,197,10
141482,9019968,184,6
141482,403344,186,4
141482,134754,195,2
141482,43051,162,2
141488,,2,99999
141995,205796,151,2
142063,,18,99999
142063,303685,200,2
142130,51718,185,105
142130,130439,150,100
142130,51575,189,60
142130,38812,196,36
142130,301856,166,13
142130,303400,151,6
142130,301898,199,4
142130,301383,200,2
142130,9024221,168,2
142130,9026146,155,2
142130,9026191,163,2
142130,9027823,151,2
142130,138060,183,1
142130,48875,186,1
142163,101385,158,78
142163,304026,159,6
142163,304032,183,4
142163,43051,178,2
142163,49119,170,2
142163,9022769,176,2
142163,9024212,176,2
142163,9027615,162,2
142229,,24,99999
142229,9009964,166,33
142229,9007148,194,24
142229,9012342,162,8
142229,9022210,152,2
142260,101830,154,34
142445,140407,176,48
142445,47311,197,12
142445,301885,159,4
142445,303992,161,4
142445,42987,195,4
142445,9016785,194,4
142445,135143,161,2
142445,9022122,184,2
142446,9026103,188,146
142446,302516,165,90
142446,48680,169,49
142446,135045,151,4
142446,301529,170,4
152326,9013372,166,32
152326,301244,153,2
152562,303074,188,2
152562,404315,165,2
153360,,1,99999
153360,9007910,150,12
153560,50981,156,44
153607,303732,191,2
153607,306142,179,1
153622,304020,158,60
153622,10013707,157,8
153622,303732,167,2
153622,9003154,171,2
153622,9022245,173,2
198327,,39,99999
198327,302923,162,4
198327,304047,153,4
198327,304060,177,4
198327,135213,156,2
198327,9022243,174,2
199023,,51,99999
199023,301088,172,34
199023,9009803,164,32
199023,9004237,151,12
199023,301896,188,8
199023,9004388,152,8
199023,9017039,163,4
199023,134574,196,2
199023,134906,171,2
199023,9013197,174,2
199023,9018584,185,2
199023,9027505,163,2
205432,,2,99999
205432,9026308,173,26
205432,301907,151,4
205432,49630,173,4
205432,50644,151,2
205432,9009843,179,2
205489,,32,99999
205796,134997,151,4
206022,301240,191,6
206022,11602,182,4
206022,135213,192,2
206022,304992,176,2
206022,9009285,176,2
206022,9009843,189,2
206052,101413,166,52
206052,11571,197,12
206052,9004443,199,12
206052,9014605,192,2
206052,9026611,156,2
206052,9028229,181,2
206055,101373,182,102
206055,36210,177,41
206055,9013096,198,40
206055,101521,155,27
206055,404315,163,2
206055,9018584,198,2
206068,,14,99999
206068,304020,169,60
206068,300394,192,12
206068,9004443,158,12
206068,11600,152,6
206068,301382,163,6
206068,50669,198,6
206068,303713,164,2
206068,9002988,182,2
206068,9003380,187,2
206068,9012940,155,2
206068,9014605,150,2
206078,,4,99999
206078,101732,152,54
206078,303677,194,12
206078,11603,187,6
206078,10000022,158,4
206078,403081,162,4
206078,9026417,170,2
206081,,48,99999
206081,302591,183,48
206081,9014611,197,30
206081,303989,200,12
206081,303999,182,4
206081,135306,150,2
206081,135390,156,2
206081,303719,198,2
206081,51746,165,2
206081,9011518,153,2
206081,9022122,199,2
206082,,106,99999
206082,134449,189,183
206082,101385,188,78
206082,304364,184,57
206082,301206,164,43
206082,9004443,182,12
206082,303625,196,8
206082,304562,165,8
206082,11600,192,6
206082,305720,157,6
206082,303710,198,4
206082,50672,192,4
206082,9007817,164,2
206082,9012940,179,2
206082,9022109,191,2
206180,,35,99999
206180,9003706,151,35
206180,9025972,163,2
300311,,4,99999
300311,303985,158,4
300394,,12,99999
300394,135274,168,14
300394,206068,192,14
300394,10013707,175,8
300394,301673,168,2
300394,303732,152,2
300394,9004238,151,2
300394,9021034,184,2
300404,134836,168,12
300404,303563,179,12
300404,9002654,190,7
300467,51718,180,105
300467,301645,190,78
300467,51575,171,60
300467,51622,173,50
300467,101418,185,40
300467,9014989,194,40
300467,50678,195,12
300467,301382,172,6
300467,301898,158,4
300467,303712,190,4
300467,301383,158,2
300467,303713,180,2
300467,304434,172,2
300467,9002988,195,2
300467,9003380,150,2
300467,9014605,192,2
300467,9024212,195,2
300467,9026191,194,2
300467,48875,172,1
300514,303322,192,78
300527,,2,99999
300527,49920,165,2
300528,9020110,162,2
300528,9023928,167,2
300536,,29,99999
300536,9023554,191,29
300538,130438,157,138
300538,134462,163,4
300609,,37,99999
300609,9026645,157,94
300620,,38,99999
300620,11608,200,178
300620,135336,164,30
300663,,8,99999
300663,9002195,178,79
300663,304075,198,8
300700,,6,99999
300787,,1,99999
300787,9014611,168,30
300787,11594,160,14
300787,9017597,160,12
300787,303625,174,8
300787,9014118,188,7
300787,101741,150,6
300787,9015396,190,4
300787,9017674,162,4
300787,11601,180,2
300787,135306,190,2
300787,303711,200,2
300787,51590,168,2
300787,9016459,193,2
300787,9024203,160,2
300839,,3,99999
300839,9002262,187,124
300839,135237,184,17
300839,135274,184,14
300839,44125,184,10
300839,9016811,153,8
300839,9014185,186,4
300839,301403,191,3
300839,303676,171,2
300839,9021034,181,2
300839,306142,170,1
300903,,16,99999
300988,,79,99999
300988,304961,170,79
300988,101818,180,16
300990,,80,99999
301050,9001976,192,138
301050,9000476,172,3
301051,,4,99999
301059,,48,99999
301088,,34,99999
301088,302517,197,104
301088,199023,172,51
301088,11572,200,10
301088,301895,199,6
301088,49873,189,6
301088,9020794,155,4
301088,9013197,186,2
301088,9020108,200,2
301088,9026935,179,2
301138,302516,165,90
301138,304000,197,6
301138,305273,173,4
301138,9009845,188,2
301173,301887,171,2
301205,,88,99999
301205,11591,200,113
301205,303993,192,88
301205,9015093,195,58
301205,101351,165,15
301205,134245,172,8
301205,50680,180,4
301206,,43,99999
301206,206082,164,106
301206,304982,158,43
301206,9014611,193,30
301206,11594,189,14
301206,9014118,198,7
301206,9015168,177,6
301206,9015396,193,4
301206,9017674,197,4
301206,11601,154,2
301206,134980,200,2
301206,135306,190,2
301206,51590,198,2
301206,9016459,156,2
301206,9024203,198,2
301208,,94,99999
301208,304020,171,60
301208,9014989,191,40
301208,44101,180,6
301208,304035,195,4
301208,9004238,167,2
301208,9014605,174,2
301238,,6,99999
301238,9002262,155,124
301238,130004,177,43
301238,135237,191,17
301238,303677,200,12
301238,11603,192,6
301238,134453,150,4
301238,301366,153,4
301238,304056,152,4
301238,134360,198,2
301238,304744,178,2
301238,9026417,183,2
301238,44126,170,1
301240,,6,99999
301240,303715,167,10
301240,9002468,172,10
301240,301523,163,6
301240,303400,159,6
301240,304994,170,4
301240,303714,188,2
301240,303847,192,2
301240,304992,157,2
301240,9026375,152,2
301240,9026970,180,2
301243,,6,99999
301243,302854,154,133
301243,101579,179,76
301243,301912,189,6
301244,,2,99999
301244,304621,182,70
301244,41133,168,2
301342,,2,99999
301342,43122,168,2
301344,9001289,191,132
301344,404118,176,98
301344,101370,154,89
301344,9021309,199,66
301344,41982,150,6
301344,102174,180,2
301344,135143,166,2
301344,9024000,190,2
301345,9023813,191,4
301348,,4,99999
301348,11608,163,178
301348,9010899,189,88
301348,9015093,176,58
301348,135336,200,30
301348,301882,187,22
301348,11606,150,7
301348,37451,161,2
301348,49535,155,1
301349,,6,99999
301349,11599,180,223
301349,9015093,200,58
301349,101351,181,15
301349,134245,174,8
301349,303993,152,6
301349,9015168,190,6
301349,9020126,188,6
301349,304371,196,4
301349,9022867,195,4
301349,134547,186,2
301349,134923,190,2
301349,305420,180,2
301353,,4,99999
301353,304000,191,6
301353,132314,164,2
301353,303721,175,2
301353,9011011,188,2
301354,,2,99999
301355,9021421,150,2
301356,,48,99999
301356,101386,163,80
301356,101385,150,78
301356,303121,184,48
301356,11571,194,12
301356,41660,153,12
301356,303625,192,8
301356,304009,162,4
301356,304991,179,4
301356,135009,168,2
301356,303652,197,2
301356,43439,152,2
301357,,4,99999
301357,302517,164,104
301357,101664,192,92
301357,11572,185,10
301357,9008249,156,10
301357,304026,175,6
301357,304991,158,4
301357,9020794,174,4
301357,50017,191,2
301357,9026146,179,2
301361,,32,99999
301361,51718,175,105
301361,302217,192,32
301361,9004237,186,12
301361,9004388,163,8
301361,304026,162,6
301361,43440,157,3
301361,134754,193,2
301361,134906,200,2
301361,9026191,175,2
301361,9026970,173,2
301361,48875,191,1
301366,,4,99999
301366,9002262,174,124
301366,101732,183,54
301366,304986,184,24
301366,135237,156,17
301366,301238,153,6
301366,11602,166,4
301366,304062,150,4
301366,134418,154,2
301366,134733,195,2
301366,304369,198,2
301366,9020134,178,2
301366,9026417,151,2
301382,,6,99999
301382,101385,172,78
301382,301645,195,78
301382,51622,199,50
301382,206068,163,14
301382,11571,187,12
301382,9004443,161,12
301382,304032,163,4
301382,304035,170,4
301382,135009,164,2
301382,9003154,187,2
301382,9012940,177,2
301382,9022109,188,2
301383,,2,99999
301383,304026,158,6
301383,304032,165,4
301383,303714,152,2
301383,9022120,159,2
301383,9026146,192,2
301386,,10,99999
301386,304032,163,4
301386,304035,155,4
301386,304046,168,4
301386,9017201,150,4
301386,303676,176,2
301386,50488,155,2
301386,9003148,150,2
301386,9014605,189,2
301386,9028229,173,2
301388,,4,99999
301388,101418,156,40
301388,101666,185,33
301388,135237,156,17
301388,101731,156,15
301388,11602,191,4
301388,304046,162,4
301388,304056,175,4
301388,9018291,165,4
301388,304992,152,2
301388,9003148,166,2
301388,9008724,190,2
301388,9009285,154,2
301388,9022120,196,2
301393,,37,99999
301393,303715,183,10
301393,301910,200,8
301393,50686,179,8
301393,11602,160,4
301393,49630,163,4
301393,131140,190,2
301393,135213,192,2
301393,302571,169,2
301393,304368,168,2
301393,304992,175,2
301393,50226,179,2
301393,9008724,163,2
301393,9009285,189,2
301401,304020,150,60
301401,134923,181,2
301401,301658,165,2
301401,301716,193,2
301403,135274,177,14
301403,9016767,159,12
301403,301901,175,8
301403,9016467,178,8
301403,300839,191,3
301414,9026308,180,26
301414,9016777,186,4
301414,134909,182,2
301414,303852,198,2
301438,,4,99999
301438,9002264,182,10
301438,303820,165,4
301480,,2,99999
301482,101381,150,78
301482,9002461,190,56
301482,50685,176,4
301482,50644,171,2
301486,,2,99999
301523,130439,154,100
301523,301240,163,6
301523,301907,192,4
301523,9024259,177,4
301523,134565,173,2
301523,304992,192,2
301523,9009285,177,2
301523,9009843,170,2
301529,,4,99999
301529,301890,195,6
301529,305273,198,4
301529,50682,195,4
301529,101636,168,2
301529,135011,192,2
301529,303719,170,2
301529,9011518,180,2
301553,,45,99999
301553,304000,190,6
301553,135045,189,4
301553,303074,163,2
301603,,43,99999
301603,9017046,177,47
301603,101830,198,34
301603,306318,190,22
301645,,78,99999
301645,101418,163,40
301645,135274,167,14
301645,301901,152,8
301645,301382,195,6
301645,304046,171,4
301645,9014185,165,4
301645,9003148,153,2
301645,9003380,194,2
301646,,2,99999
301646,302637,163,2
301658,,2,99999
301658,306249,160,86
301658,9017597,165,12
301658,9015168,180,6
301658,134980,150,2
301658,301716,166,2
301658,9016459,166,2
301673,,2,99999
301673,300394,168,12
301673,11600,177,6
301673,44101,180,6
301673,134554,170,2
301673,301830,197,2
301693,,2,99999
301693,304020,170,60
301693,44101,197,6
301693,304035,200,4
301693,9004238,167,2
301693,9014605,188,2
301693,9022245,154,2
301713,,50,99999
301716,,2,99999
301716,134449,192,183
301716,304020,171,60
301716,304364,169,57
301716,133978,183,50
301716,50669,165,6
301716,303710,184,4
301716,50671,162,4
301716,134554,163,2
301716,134923,187,2
301716,301658,166,2
301716,305420,181,2
301716,9022245,160,2
301730,304567,164,53
301774,,51,99999
301830,206082,195,106
301830,101385,150,78
301830,9014989,151,40
301830,301382,166,6
301830,135009,181,2
301830,301673,197,2
301830,303713,151,2
301830,51590,177,2
301830,9003380,181,2
301830,9022109,171,2
301830,9027615,186,2
301839,9016463,153,6
301849,,64,99999
301854,37789,193,64
301854,9024832,188,2
301854,9013483,165,1
301856,,13,99999
301856,51718,151,105
301856,135253,171,14
301856,303400,190,6
301856,135330,171,2
301856,303846,163,2
301856,49119,194,2
301856,9008724,200,2
301856,9028229,192,2
301859,,94,99999
301859,41450,158,4
301860,,73,99999
301860,9017378,163,128
301860,303599,194,73
301860,9012342,156,8
301860,400391,170,5
301882,,22,99999
301882,303993,151,22
301882,134857,189,6
301882,9020126,172,6
301882,301348,187,4
301882,9022867,182,4
301882,134547,199,2
301882,304363,183,2
301882,37451,170,2
301884,,12,99999
301884,11608,158,178
301884,11606,172,7
301884,301887,178,2
301885,,4,99999
301885,9001289,182,132
301885,303989,189,12
301885,11593,191,6
301885,304987,193,6
301885,302591,153,4
301885,303992,161,4
301885,101636,156,2
301885,135011,168,2
301885,135390,187,2
301886,,2,99999
301886,9026586,168,2
301887,,2,99999
301887,301884,178,12
301890,,6,99999
301890,130005,169,114
301890,9014611,190,30
301890,11594,197,14
301890,303625,190,8
301890,301529,195,4
301890,303992,157,4
301890,42987,184,4
301890,51746,163,2
301890,9008787,160,2
301893,,4,99999
301893,9013096,177,40
301893,304005,199,4
301893,304991,177,4
301893,305273,162,4
301893,137823,157,2
301894,,6,99999
301894,304014,160,6
301895,,6,99999
301895,301088,199,34
301895,9009803,185,32
301895,9004237,181,12
301895,9004388,173,8
301895,9017039,191,4
301895,134906,184,2
301895,9011011,187,2
301895,9013197,175,2
301895,9018584,156,2
301895,9022576,173,2
301895,9027505,180,2
301896,,8,99999
301896,302517,190,104
301896,199023,188,51
301896,49873,196,6
301896,403344,195,4
301896,9020794,165,4
301896,9027546,159,4
301896,135190,189,2
301896,9026935,186,2
301898,,4,99999
301898,9008249,174,10
301898,304032,162,4
301898,303714,155,2
301898,43051,182,2
301898,9022120,187,2
301898,9026146,170,2
301899,,4,99999
301899,130439,150,100
301899,304043,198,8
301899,303317,179,4
301899,304994,179,4
301899,403344,160,4
301899,303714,179,2
301899,9023356,187,2
301899,9027537,197,2
301901,,8,99999
301901,301645,152,78
301901,9017250,174,34
301901,9004354,174,8
301903,9017589,199,54
301907,,4,99999
301907,101381,152,78
301907,9002461,150,56
301907,303715,177,10
301907,302923,169,4
301907,304060,192,4
301907,304994,171,4
301907,9022747,157,4
301907,205432,151,2
301907,50644,190,2
301907,9027204,150,2
301908,9022583,163,84
301910,,8,99999
301910,301393,200,37
301910,9008334,177,24
301910,9016777,179,4
301910,303685,188,2
301912,301243,189,6
301912,304060,192,4
301920,501832,169,84
301998,134853,177,80
